TIME PERIOD;MEDIA;SECTOR;CATEGORY;SUBCATEGORY;PARENT SITE;PROPERTY;SITE CATEGORY;MASTER BRAND;PRODUCT;AD TYPE;TRANSACTION TYPE;DIRECT/INDIRECT;R$;UNITS;IMPRESSIONS;SEC
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT ANITTA DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;201;1;13.552;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT BAGUA RECORDS DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;53;1;3.538;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT BBC NEWS DV;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;22;5;1.493;75.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT BETE COM CARINHO DV;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;10;1;673;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT BLOG DAS IRMAS DV;TEEN;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;24;2;1.613;30.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT CANCAO NOVA PLAY DV;RELIGIOSO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;22;1;1.483;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT DISNEYMUSICLAVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;12;1;823;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT EMICIDAOFICIALVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;26;1;1.719;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT FRAN PARA MENINAS DV;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;26;1;1.730;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT GUSTAVO PARODIAS DV;HUMOR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;43;1;2.885;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT HARRYSTYLESVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;14;1;938;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT HOJE NO MUNDO MILITAR DV;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;114;1;7.676;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT HOME PAGE DV;VIDEO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;3.362;208;226.254;1.531.590
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT HOME PAGE DV;VIDEO;VIX PAULA HERMANNY;VIX PAULA HERMANNY / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;16;1;1.070;15.020
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT JAQUELINE GUERREIRO DV;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;41;1;2.787;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT KATYPERRYVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;63;1;4.215;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT LUMA ELPIDIO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;60;1;4.053;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT MARI MARIA DV;COMPORTAMENTO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;37;2;2.511;30.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT MARIAHCAREYVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;23;1;1.534;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT NEAGLE DV;HUMOR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;21;1;1.421;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT NFL DV;ESPORTE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;3;1;204;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT NUTRICIONISTA PATRICIA LEITE DV;SAUDE E BEM ESTAR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;31;1;2.079;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT PADREFABIODEMELOVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;9;1;575;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT PINEAPPLESTORMTV DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;166;1;11.158;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT RONI FICHER DV;HUMOR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;14;1;944;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT ROUPANOVAVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;58;1;3.911;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT SHMVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;15;1;1.038;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT SPINNIN RECORDS DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;18;1;1.212;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT TODAH MUSIC OFICIAL DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;34;1;2.319;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT TOU LIGADO DV;INTERESSE GERAL E CURIOSIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;0;1;18;15.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT TROYESIVANVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;8;2;566;30.000
jan/25;Online Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT VITAOVEVO DV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;30;1;2.037;15.000
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BANCO DE SERIES;BANCO DE SERIES MOBILE;FILME E SERIE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;64;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BC NOTICIAS;BC NOTICIAS MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;1;470;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ONLINE;BIBLIA ONLINE MOBILE;RELIGIOSO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;525;7;31.106;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ONLINE;BIBLIA ONLINE MOBILE;RELIGIOSO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;408;1;4.836;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;COMIDINHAS DO CHEF;COMIDINHAS DO CHEF MOBILE;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;8;4;605;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;COMIDINHAS DO CHEF;COMIDINHAS DO CHEF MOBILE;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;4;2;328;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CORREIO BRAZILIENSE;CORREIO BRAZILIENSE MOBILE;ATUALIDADE;PIMENTA HARD;PIMENTA HARD / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;57;1;20.278;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CORREIO BRAZILIENSE;CORREIO BRAZILIENSE MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;57;1;20.278;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CRESCER;CRESCER MOBILE;BEBE E MATERNIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;62;1;1.286;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CRIA SAUDE;CRIA SAUDE MOBILE;SAUDE E BEM ESTAR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;9;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS MOBILE;OUTROS;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;117;4;9.876;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS MOBILE;OUTROS;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;112;2;1.889;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;EPOCA NEGOCIOS;EPOCA NEGOCIOS MOBILE;ECONOMIA E FINANCA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;8;1;609;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;ESTADO DE MINAS;ESTADO DE MINAS MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1.024;1;365.662;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FASHION BUBBLES;FASHION BUBBLES MOBILE;FASHION;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;2;1;63;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FASHION BUBBLES;FASHION BUBBLES MOBILE;FASHION;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;14;1;74;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GALILEU;GALILEU MOBILE;INTERESSE GERAL E CURIOSIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;9;1;744;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GLOBO.COM;GLOBO COM TECNOLOGIA MOBILE;TECNOLOGIA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;13;1;3.222;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GQ;GQ MOBILE;LIFESTYLE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic/Ad Network;Indirect;21;1;356;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;HOROSCOPO VIRTUAL;HOROSCOPO VIRTUAL MOBILE;ESOTERICO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;103;8;7.657;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;HOROSCOPO VIRTUAL;HOROSCOPO VIRTUAL MOBILE;ESOTERICO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;62;2;916;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;MEDICO RESPONDE;MEDICO RESPONDE MOBILE;SAUDE E BEM ESTAR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;4;13;459;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;OFICINA DA NET;OFICINA DA NET MOBILE;TECNOLOGIA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;2;2;771;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;RADIOS COM BR;RADIOS COM BR MOBILE;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;37;1;5.798;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SONHOS;SONHOS MOBILE;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;18;6;1.548;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;SONHOS;SONHOS MOBILE;VARIEDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;3;1;236;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TODA MATERIA;TODA MATERIA MOBILE;EDUCACAO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;97;1;4.820;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TRIBUNA DA BAHIA;TRIBUNA DA BAHIA MOBILE;ATUALIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;9;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TUPI AM;TUPI AM MOBILE;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;2;1;347;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VIAGEM E TURISMO;VIAGEM E TURISMO MOBILE;VIAGEM E TURISMO;MALDIVAS;MALDIVAS / MODA PMODA PRAIA FEMININA;HTML5;Direct;Direct;174;1;4.134;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VO NAOCA;VO NAOCA MOBILE;CULINARIO;PIMENTA HARD;PIMENTA HARD / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;42;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VO NAOCA;VO NAOCA MOBILE;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Ad Network;Indirect;2;3;182;0
jan/25;Mobile Web;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;VO NAOCA;VO NAOCA MOBILE;CULINARIO;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;1;48;0
jan/25;Mobile Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT FATOS INSANOS MV;INTERESSE GERAL E CURIOSIDADE;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;8;1;426;15.000
jan/25;Mobile Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT LIVE NATION MV;MUSICA;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;1;1;50;15.000
jan/25;Mobile Video;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;YOUTUBE;YT NUTRICIONISTA PATRICIA LEITE MV;SAUDE E BEM ESTAR;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic RTB;Indirect;58;1;2.915;15.000
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;109;0;4.258;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;8.914;0;376.673;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;222;0;9.018;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;14.737;0;268.984;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;279;0;14.796;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;1.867;0;86.020;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;11.963;0;592.802;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;10.773;0;359.697;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;27.319;0;400.812;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;OPALOCKA;OPALOCKA /MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;8.333;0;136.062;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;PRAIEIRA;PRAIEIRA /MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;142;0;5.689;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;PRAIEIRA;PRAIEIRA /MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;350;0;10.252;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA DOCE;AGUA DOCE / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;577;0;31.040;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;898;0;32.671;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;345;0;10.566;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;2.179;0;35.743;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;GALPAO 51;GALPAO 51 / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;99;0;4.504;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;GALPAO 51;GALPAO 51 / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;529;0;21.472;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;128;0;4.833;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LA VOILE;LA VOILE / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;189;0;7.118;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LEHONA;LEHONA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;24;0;823;0
jan/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LUA MORENA;LUA MORENA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;109;0;4.354;0
