TIME PERIOD;MEDIA;SECTOR;CATEGORY;SUBCATEGORY;PARENT SITE;PROPERTY;SITE CATEGORY;MASTER BRAND;PRODUCT;AD TYPE;TRANSACTION TYPE;DIRECT/INDIRECT;R$;UNITS;IMPRESSIONS;SEC
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;81;0;3.145;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;191;0;8.717;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;8.689;0;460.585;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;562;0;9.782;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;595;0;27.541;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;183;0;11.092;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;73;0;3.156;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;164;0;4.473;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;4.553;0;249.067;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;ESKALA;ESKALA / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.139;0;31.085;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;246;0;13.718;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;18.293;0;790.690;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;14.755;0;327.549;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;TIKTOK;TIKTOK;SOCIAL NETWORKING;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;22.123;0;486.937;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;PRAIEIRA;PRAIEIRA /MODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;225;0;12.799;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;25;0;1.037;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BANKA PANKA;BANKA PANKA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;709;0;12.329;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;256;0;11.944;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.517;0;26.390;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;DKJ BEACHWEAR;DKJ BEACHWEAR / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;42;0;2.206;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;437;0;22.865;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;933;0;42.438;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.232;0;24.334;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LEHONA;LEHONA / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;22;0;902;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;LOLLA BRASIL;LOLLA BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.869;0;37.113;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;NATURAL FIT;NATURAL FIT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;3.628;0;183.253;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;NATURAL FIT;NATURAL FIT / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;5.078;0;221.714;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;273;0;12.646;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FACEBOOK;FACEBOOK;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;709;0;12.329;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;414;0;27.274;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;AGUA E LUZ;AGUA E LUZ / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;125;0;4.526;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BANKA PANKA;BANKA PANKA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;158;0;7.240;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BIQUINI DE FITA;BIQUINI DE FITA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;104;0;7.136;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;BORANA;BORANA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;1.121;0;71.466;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;FIO A FIO BEACH;FIO A FIO BEACH / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;136;0;6.217;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;858;0;50.097;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;963;0;63.573;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HAIGHT;HAIGHT / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;966;0;25.985;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;HOPE;HOPE RESORT / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;507;0;13.042;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;KALINI;KALINI / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;514;0;16.362;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;RUSH PRAIA;RUSH PRAIA / MODA PMODA PRAIA FEMININA;HTML5;Programmatic Blended;Indirect;386;0;26.235;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;RUSH PRAIA;RUSH PRAIA / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;169;0;4.591;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;TROPICUS;TROPICUS / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;175;0;3.998;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INSTAGRAM;INSTAGRAM;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;1.096;0;32.475;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;GIF/JPG;Programmatic Blended;Indirect;38.018;0;1.722.964;0
jul/25;Paid Social;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PINTEREST;PINTEREST;SOCIAL NETWORKING;VIX BRASIL;VIX BRASIL / MODA PMODA PRAIA FEMININA;VIDEO;Programmatic Blended;Indirect;41.141;0;779.919;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;4DEVS;4DEVS;OUTROS;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;4;1;359;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;A GAZETA EMPREGOS RJ;A GAZETA EMPREGOS RJ;EMPREGO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;5;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;A GAZETA EMPREGOS RJ;A GAZETA EMPREGOS RJ;EMPREGO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;4;23;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;A GAZETA EMPREGOS SUL;A GAZETA EMPREGOS SUL;EMPREGO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;12;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ON;BIBLIA ON;RELIGIOSO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;21;1;1.555;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;BIBLIA ONLINE;BIBLIA ONLINE;RELIGIOSO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Direct;Direct;74;3;882;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CGN;CGN;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;3;2;1.368;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CGN;CGN;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;4;1;371;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;163;99;36.206;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Direct;Direct;184;22;8.197;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;2;1;492;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;10;7;2.151;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CIFRA CLUB;CIFRA CLUB;MUSICA;MORENA ROSA;MORENA ROSA / MODA PRAIA FEMININA;HTML5;Direct;Direct;7;1;298;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CLIMA TEMPO;CLIMA TEMPO;METEOROLOGIA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;395;9;14.103;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;COISAS DE DIVA;COISAS DE DIVA;SAUDE E BEM ESTAR;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;6;1;736;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;COMIDINHAS DO CHEF;COMIDINHAS DO CHEF;CULINARIO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;1;12;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CONSULTA REMEDIOS;CONSULTA REMEDIOS;SAUDE E BEM ESTAR;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Direct;Direct;34;1;848;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;CONSULTOR JURIDICO;CONSULTOR JURIDICO;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;1;1;106;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DIARIO DO LITORAL;DIARIO DO LITORAL;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic RTB;Indirect;0;1;112;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS;OUTROS;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;2;1;38;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS;OUTROS;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;2;45;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;DICIONARIO DE NOMES PROPRIOS;DICIONARIO DE NOMES PROPRIOS;OUTROS;VIA SOL BRAZIL;VIA SOL BRAZIL / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;1;35;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;ESTADO DE MINAS;ESTADO DE MINAS;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;25;1;8.927;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;F SIST;F SIST;DOWNLOAD;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;13;3;2.398;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;FUTBIN;FUTBIN;ESPORTE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;1;1;416;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GAZETA DE SAO PAULO;GAZETA DE SAO PAULO;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;52;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GAZETA DO POVO;GAZETA DO POVO;ATUALIDADE;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;24;2;8.718;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GAZETA DO POVO;GAZETA DO POVO;ATUALIDADE;AGUA DE SAL;AGUA DE SAL / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;13;3;4.746;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GAZETA WEB;GAZETA WEB;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;1;1;87;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GUIA DO ESTUDANTE;GUIA DO ESTUDANTE;EDUCACAO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;40;2;3.180;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;GUIA MEDIANEIRA;GUIA MEDIANEIRA;GUIA DE CIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;1;1;42;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;INVERTEXTO;INVERTEXTO;OUTROS;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;2;1;146;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;JORNAL DE BRASILIA;JORNAL DE BRASILIA;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;48;3;23.841;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;JORNAL OPCAO;JORNAL OPCAO;ATUALIDADE;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;1;96;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;KATIA RIBEIRO;KATIA RIBEIRO;BRICOLAGEM;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;0;1;4;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;KATIA RIBEIRO;KATIA RIBEIRO;BRICOLAGEM;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;0;1;13;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;LETRAS E MUSICAS;LETRAS E MUSICAS;MUSICA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;9;2;1.053;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;LETRAS E MUSICAS;LETRAS E MUSICAS;MUSICA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Direct;Direct;163;8;3.624;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;LETRAS E MUSICAS;LETRAS E MUSICAS;MUSICA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic Direct;Direct;315;14;6.998;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;MONTAGEM DE FOTOS;MONTAGEM DE FOTOS;FOTOGRAFIA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;10;1;597;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;MONTAGEM DE FOTOS;MONTAGEM DE FOTOS;FOTOGRAFIA;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;40;4;2.388;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;MSN;MSN ENTRETENIMENTO;TV E CELEBRIDADE;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;3;3;1.314;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;MSN;MSN HOME PAGE;HOME PAGE;AGUA DE COCO;AGUA DE COCO / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;741;5;370.410;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PACIENCIA;PACIENCIA;GAME;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Ad Network;Indirect;3;3;333;0
ago/25;Internet - Display;VESTUARIO E ACESSORIOS;VESTUARIO ADULTO;MODA PRAIA FEMININA;PENSAR CURSOS;PENSAR CURSOS;EDUCACAO;LENNY NIEMEYER;LENNY NIEMEYER / MODA PRAIA FEMININA;HTML5;Programmatic/Ad Network;Indirect;4;1;307;0
